PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ENERGYSTARScore,SiteEnergyUse(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,BuildingAge,distance_center,nb_use_types,Electricity,SteamUse,NaturalGas,Buildings Consumption,Neighborhood Consumption
Other,EAST,1.0,9,46710,0,,4169431.5,False,Compliant,130.69,35,2.4679273488555062,1,True,True,False,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,123061,0,59.0,1987934.625,False,Compliant,13.86,22,4.522870405645585,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Distribution Center,GREATER DUWAMISH,1.0,1,59090,0,45.0,2756214.75,False,Compliant,117.11,60,5.09108782060887,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,106000,0,93.0,763364.5,False,Compliant,5.32,60,5.256365439474415,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Distribution Center,GREATER DUWAMISH,1.0,1,119661,0,97.0,775729.1875,False,Compliant,5.44,63,5.784694298993597,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Large Office,LAKE UNION,1.0,7,139200,44728,81.0,4342597.0,False,Compliant,30.27,22,2.447265919993228,1,True,False,False,medium electricity consuming buildings,Neighborhood with high electricity consumption
Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,6,95721,33921,95.0,3063504.5,False,Compliant,21.36,39,0.8156605578404257,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Large Office,MAGNOLIA / QUEEN ANNE,2.0,5,213283,115228,83.0,5661689.5,False,Compliant,39.47,27,0.9982263034646647,2,True,False,False,medium electricity consuming buildings,Neighborhood with avery low electricity consumption
Small- and Mid-Sized Office,NORTH,1.0,5,74880,0,56.0,5134607.5,False,Compliant,35.8,49,5.40513072587443,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Small- and Mid-Sized Office,NORTH,1.0,6,88774,0,53.0,6029121.5,False,Compliant,42.03,44,5.347681683658196,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Large Office,NORTH,1.0,5,122250,0,93.0,5535626.0,False,Compliant,38.59,40,5.295850170323576,4,True,False,False,medium electricity consuming buildings,Neighborhood with medium electricity consumption
Small- and Mid-Sized Office,NORTH,1.0,4,53730,0,20.0,4742869.0,False,Compliant,33.06,44,5.477399452169732,2,True,False,False,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Small- and Mid-Sized Office,DELRIDGE,1.0,3,55593,0,55.0,4224872.5,False,Compliant,93.23,63,3.5940481395392374,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Large Office,LAKE UNION,1.0,4,134056,60960,54.0,4695139.0,False,Compliant,32.73,41,1.9555556345366205,2,True,False,False,medium electricity consuming buildings,Neighborhood with high electricity consumption
Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,4,86995,28800,81.0,2991674.75,False,Compliant,20.86,38,0.8093467533655304,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Large Office,LAKE UNION,1.0,5,184482,66234,95.0,5671256.0,False,Compliant,40.47,14,1.373321194488687,3,True,False,True,medium electricity consuming buildings,Neighborhood with high electricity consumption
Large Office,LAKE UNION,1.0,6,139282,52582,96.0,3238216.0,False,Compliant,22.57,19,1.3123113666000836,5,True,False,False,medium electricity consuming buildings,Neighborhood with high electricity consumption
Large Office,LAKE UNION,1.0,5,271071,98700,96.0,7851334.5,False,Compliant,61.93,14,1.5876140404118755,3,True,False,True,medium electricity consuming buildings,Neighborhood with high electricity consumption
Warehouse,LAKE UNION,1.0,5,127800,0,56.0,2767491.0,False,Compliant,29.53,109,1.7902915773188761,1,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Large Office,LAKE UNION,1.0,4,209816,73673,97.0,6917478.5,False,Compliant,122.68,17,1.375401356387554,4,True,False,True,medium electricity consuming buildings,Neighborhood with high electricity consumption
Large Office,LAKE UNION,1.0,6,303103,109905,97.0,7519466.5,False,Compliant,69.59,17,1.2975461671491175,3,True,False,True,medium electricity consuming buildings,Neighborhood with high electricity consumption
Mixed Use Property,LAKE UNION,1.0,3,67380,0,66.0,2755829.0,False,Compliant,74.1,69,1.440503391028553,5,True,False,True,very low electricity consumption buildings,Neighborhood with high electricity consumption
Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5,88062,20826,80.0,3415561.25,False,Compliant,23.81,49,1.0998356133132774,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5,87178,20416,69.0,3632613.75,False,Compliant,25.32,51,0.9683217448275838,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5,87178,20416,86.0,3493093.75,False,Compliant,24.35,53,0.9683217448275838,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5,88000,21600,75.0,3484915.5,False,Compliant,24.29,52,0.877545497567971,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Medical Office,NORTHEAST,1.0,4,191276,95281,21.0,8422861.0,False,Compliant,77.99,29,4.157277942438719,1,True,False,True,medium electricity consuming buildings,Neighborhood with medium electricity consumption
Self-Storage Facility,BALLARD,2.0,2,111445,0,,5697472.5,False,Compliant,163.83,77,5.572876882180475,13,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Warehouse,SOUTHWEST,1.0,4,98475,0,83.0,1090496.625,False,Compliant,22.44,26,3.9211728670564483,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Supermarket / Grocery Store,GREATER DUWAMISH,1.0,1,63225,0,100.0,6522551.5,False,Compliant,45.47,15,3.3859625213265296,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Other,DELRIDGE,0.0,1,113780,0,,3574542.25,False,Compliant,121.98,68,3.3455628342439665,2,True,False,True,low electricity consumption buildings,Neighborhood with medium electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,243044,0,100.0,1396082.25,False,Compliant,41.8,24,3.485438842505245,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Other,MAGNOLIA / QUEEN ANNE,1.0,3,66462,12998,,6876439.5,False,Compliant,47.94,71,1.2939264874025123,2,True,False,False,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Retail Store,NORTHWEST,1.0,1,131387,0,72.0,8773058.0,False,Compliant,110.46,26,5.915119655302441,1,True,False,True,low electricity consumption buildings,Neighborhood with medium electricity consumption
Warehouse,NORTHWEST,1.0,3,94400,0,38.0,784364.5,False,Compliant,10.24,24,6.180240678967226,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Supermarket / Grocery Store,NORTHWEST,1.0,1,50083,0,78.0,8663691.0,False,Compliant,158.92,26,6.113184831817851,2,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Large Office,LAKE UNION,1.0,3,124071,28645,73.0,4991360.5,False,Compliant,34.9,35,1.8279828505576652,1,True,False,True,medium electricity consuming buildings,Neighborhood with high electricity consumption
Small- and Mid-Sized Office,LAKE UNION,1.0,4,90000,36528,84.0,3897738.0,False,Compliant,27.17,23,1.7021930930159643,1,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Small- and Mid-Sized Office,LAKE UNION,1.0,3,96041,33709,70.0,5413418.0,False,Compliant,37.74,22,1.6242822740340255,2,True,False,False,very low electricity consumption buildings,Neighborhood with high electricity consumption
Large Office,LAKE UNION,1.0,4,243334,103032,89.0,8651835.0,False,Compliant,85.01,24,1.6446778204738826,2,True,False,True,medium electricity consuming buildings,Neighborhood with high electricity consumption
Large Office,GREATER DUWAMISH,1.0,5,390295,121375,95.0,7683885.0,False,Compliant,53.57,41,4.787928838142041,2,True,False,False,medium electricity consuming buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,2,90000,0,87.0,1429146.375,False,Compliant,17.17,56,4.858086694516685,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Retail Store,GREATER DUWAMISH,1.0,1,50200,0,,1047461.0,False,Compliant,32.22,57,4.970681472327468,1,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Small- and Mid-Sized Office,BALLARD,1.0,6,94033,6200,,4758198.0,False,Compliant,120.24,98,4.85983621271395,5,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Warehouse,BALLARD,1.0,2,63240,0,100.0,227566.7031,False,Compliant,8.15,82,4.825297176011077,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Self-Storage Facility,MAGNOLIA / QUEEN ANNE,1.0,4,130293,23400,,465533.3125,False,Compliant,3.25,35,3.26662701711377,2,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,MAGNOLIA / QUEEN ANNE,1.0,4,106041,0,94.0,1123943.0,False,Compliant,25.58,26,3.4518925487542464,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Self-Storage Facility,MAGNOLIA / QUEEN ANNE,1.0,3,94470,0,,1000796.875,False,Compliant,33.18,67,2.9846132261500933,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Large Office,DOWNTOWN,1.0,10,181694,38186,88.0,7637986.0,False,Compliant,53.25,21,2.7478541228089934,3,True,False,False,medium electricity consuming buildings,Neighborhood with high electricity consumption
Retail Store,NORTHEAST,1.0,2,69492,0,100.0,318962.8125,False,Non-Compliant,2.22,36,4.270444494338017,1,True,False,False,low electricity consumption buildings,Neighborhood with medium electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,22780,0,33.0,402051.3125,False,Compliant,2.8,57,5.164585538221041,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Large Office,DOWNTOWN,1.0,22,227556,98556,95.0,8493420.0,False,Compliant,59.21,53,2.2016578226036643,2,True,False,False,medium electricity consuming buildings,Neighborhood with high electricity consumption
Distribution Center,GREATER DUWAMISH,1.0,1,50065,0,72.0,1529510.25,False,Compliant,42.65,56,5.350387606718967,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Distribution Center,GREATER DUWAMISH,1.0,1,57540,0,26.0,2582687.0,False,Compliant,76.68,54,4.761324380441312,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,85400,0,49.0,1536998.25,False,Compliant,10.72,57,4.949423590376775,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,GREATER DUWAMISH,1.0,1,55700,0,63.0,519806.0938,False,Compliant,3.62,57,4.91608019462005,1,True,False,False,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1,53250,0,96.0,1794187.25,False,Compliant,46.93,59,4.910055733756838,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,6,78672,28427,98.0,2179719.75,False,Compliant,28.63,36,0.26081553150739334,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Warehouse,NORTHWEST,1.0,3,64660,0,89.0,325513.0,False,Compliant,6.32,37,5.4877242069809276,1,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Mixed Use Property,EAST,1.0,2,75844,19928,,3684188.5,False,Compliant,38.48,96,3.6151637023866603,3,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Distribution Center,GREATER DUWAMISH,1.0,1,52613,0,80.0,1061458.25,False,Compliant,32.02,43,3.5973137934603185,1,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Other,GREATER DUWAMISH,1.0,1,56608,0,,5094197.0,False,Compliant,74.31,83,3.6498305306621925,2,True,False,True,low electricity consumption buildings,Neighborhood with avery low electricity consumption
Large Office,LAKE UNION,1.0,6,336700,124800,95.0,9058916.0,False,Compliant,54.92,18,2.1166419836931003,3,True,False,False,medium electricity consuming buildings,Neighborhood with high electricity consumption
Small- and Mid-Sized Office,CENTRAL,1.0,2,62220,0,32.0,5444253.5,False,Compliant,38.55,109,4.764748278444003,3,True,False,True,very low electricity consumption buildings,Neighborhood with medium electricity consumption
Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1,65430,0,89.0,3181045.5,False,Compliant,90.24,53,4.586385968021399,2,True,False,True,very low electricity consumption buildings,Neighborhood with avery low electricity consumption
Large Office,NORTHEAST,1.0,3,102290,42440,26.0,6062770.5,False,Compliant,49.17,17,5.937829090137409,2,True,False,True,medium electricity consuming buildings,Neighborhood with medium electricity consumption
